Scenario,Instance_ID,LP_Relax_Obj (Q4),Proposed_Heuristic_Obj (Q5),Naive_Obj (Q4),LP_Relax_Time,Proposed_Heuristic_Time,Naive_Time,Proposed_Heuristic_Gap (Q5),Naive_Gap (Q4)
"('Medium', 'Low', 'Medium')",18,992540739.106731,992557972.7084785,1001093086.646202,0.17330002784729004,0.004395961761474609,0.0010988712310791016,0.0017363117772781337,0.86166211647573
"('Medium', 'Low', 'Medium')",19,1063216847.9901099,1063233064.039722,1070870734.3001958,0.16745829582214355,0.0032868385314941406,0.001117706298828125,0.0015251874199228388,0.7198800813356834
"('Medium', 'Low', 'Medium')",20,867558100.1711906,867573664.6903301,875990554.9848047,0.1875452995300293,0.0033249855041503906,0.001127481460571289,0.001794060724746505,0.9719758033439142
"('Medium', 'Low', 'Medium')",21,924762471.8509848,924775611.3945625,932530461.151183,0.1845560073852539,0.004433870315551758,0.001096963882446289,0.0014208560552172085,0.8399983278570935
"('Medium', 'Low', 'Medium')",22,1005788963.0493654,1005806578.4768124,1014305623.9531875,0.16985821723937988,0.005121707916259766,0.001026153564453125,0.0017514039320489954,0.8467642036954879
"('Medium', 'Low', 'Medium')",23,1010709676.977744,1010725952.103018,1018980874.4280212,0.17909836769104004,0.004167079925537109,0.0010037422180175781,0.0016102670870559537,0.8183554227965844
"('Medium', 'Low', 'Medium')",24,937598498.6691518,937614337.7638178,945778431.9715471,0.1797471046447754,0.004022121429443359,0.0021660327911376953,0.001689325941592968,0.8724345563699306
"('Medium', 'Low', 'Medium')",25,947391880.8134956,947407251.4280443,955738776.2736683,0.17780113220214844,0.004145383834838867,0.0010471343994140625,0.0016224135819577535,0.8810393702134576
"('Medium', 'Low', 'Medium')",26,952696682.6565062,952711305.2840999,960076283.3020939,0.1745774745941162,0.003303050994873047,0.0022034645080566406,0.0015348670631435267,0.7746012744591859
"('Medium', 'Low', 'Medium')",27,951015175.1376443,951029412.5623319,959180828.9426475,0.19078850746154785,0.005031108856201172,0.0020966529846191406,0.0014970764988648407,0.8586249744985739
"('Medium', 'Low', 'Medium')",28,900250475.1902748,900267306.6424282,908886999.8811697,0.24461889266967773,0.0052869319915771484,0.0010557174682617188,0.0018696410184918396,0.9593468627794333
"('Medium', 'Low', 'Medium')",29,951596754.7892095,951613087.8090688,959939178.2173501,0.2612483501434326,0.0049991607666015625,0.0010001659393310547,0.0017163803656446823,0.8766763217880656
"('Medium', 'Low', 'Medium')",30,967274945.1795005,967288961.7716038,975549563.8831326,0.23225831985473633,0.005167961120605469,0.0010118484497070312,0.001449080447417252,0.8554567390450258
"('Medium', 'High', 'Medium')",1,884658687.9092555,884722567.3230453,891295556.5550244,0.23171615600585938,0.004055976867675781,0.002011537551879883,0.007220797654824096,0.7502179921449731
"('Medium', 'High', 'Medium')",2,962423594.9767215,962496677.1505511,969097754.8139073,0.21797990798950195,0.0050275325775146484,0.002010345458984375,0.007593555915607324,0.693474253127301
"('Medium', 'High', 'Medium')",3,971250678.6746582,971299787.9010694,977586592.4294149,0.21562576293945312,0.005033254623413086,0.0010137557983398438,0.005056287474438268,0.6523458767001843
"('Medium', 'High', 'Medium')",4,834454869.3088433,834511735.4752389,840591676.5081567,0.1974022388458252,0.004519939422607422,0.0011181831359863281,0.0068147683580257554,0.7354270943851471
"('Medium', 'High', 'Medium')",5,944049266.4284297,944094755.8294983,950508400.6258463,0.18874406814575195,0.003999233245849609,0.0020017623901367188,0.004818541011176865,0.6841946100814246
"('Medium', 'High', 'Medium')",6,1037156430.7332611,1037214166.7311189,1043366428.7657,0.17829060554504395,0.003999471664428711,0.0010001659393310547,0.005566758894508342,0.5987523047076376
"('Medium', 'High', 'Medium')",7,941958776.6744518,942008922.0648372,948426516.1936153,0.2058556079864502,0.003999471664428711,0.0019998550415039062,0.005323522815130577,0.6866265997326961
"('Medium', 'High', 'Medium')",8,902609611.9291714,902657226.0049608,909123697.1662141,0.18418288230895996,0.00403141975402832,0.001007080078125,0.005275157184241099,0.7216946452763713
"('Medium', 'High', 'Medium')",9,919546553.8641021,919608041.1239462,925907561.7838411,0.1761181354522705,0.004120588302612305,0.0010483264923095703,0.00668669352146273,0.6917548538471373
"('Medium', 'High', 'Medium')",10,869850096.91204,869908177.955603,876110042.8006761,0.1843581199645996,0.0039997100830078125,0.0010013580322265625,0.006677132504691957,0.7196580089901541
"('Medium', 'High', 'Medium')",11,891872063.0985646,891927027.5835466,898193450.0356917,0.17328667640686035,0.0041370391845703125,0.00104522705078125,0.006162821693400137,0.7087773234162297
"('Medium', 'High', 'Medium')",12,975748742.6987404,975796661.9731195,982280140.5971389,0.16786718368530273,0.0030612945556640625,0.0020418167114257812,0.004911025992879923,0.669372924871405
"('Medium', 'High', 'Medium')",13,1000752447.6948581,1000804931.6753631,1007025577.8175379,0.16849446296691895,0.0032906532287597656,0.0010974407196044922,0.0052444518747749936,0.6268413469414351
"('Medium', 'High', 'Medium')",14,1038136881.113659,1038186816.0534492,1044763433.685099,0.19227313995361328,0.004411220550537109,0.0010924339294433594,0.004810053539044106,0.6383120272474437
"('Medium', 'High', 'Medium')",15,1027318168.4582556,1027366202.9343219,1033726920.8678565,0.1816408634185791,0.004999637603759766,0.0010001659393310547,0.00467571561966234,0.6238332589034971
"('Medium', 'High', 'Medium')",16,950698636.592832,950757018.8526883,957085472.1687799,0.3103330135345459,0.0060694217681884766,0.0020189285278320312,0.006140984914586282,0.6718044320372002
"('Medium', 'High', 'Medium')",17,941734924.5624305,941796615.1196425,948297872.6157131,0.2505185604095459,0.006072282791137695,0.0020093917846679688,0.006550734777162388,0.6968997200918337
"('Medium', 'High', 'Medium')",18,994250582.3897586,994304971.7242925,1001093086.646202,0.24315476417541504,0.005040168762207031,0.0020117759704589844,0.005470384981138339,0.6882072163334207
"('Medium', 'High', 'Medium')",19,1064691798.9923279,1064743237.0236307,1070870734.3001958,0.23432087898254395,0.004422426223754883,0.0022346973419189453,0.004831260215537771,0.5803496667970869
"('Medium', 'High', 'Medium')",20,869359610.4666824,869413479.834558,875990554.9848047,0.2018299102783203,0.0050008296966552734,0.0010004043579101562,0.006196442441886426,0.7627389676595104
"('Medium', 'High', 'Medium')",21,926411659.8648437,926474424.8191829,932530461.151183,0.18323397636413574,0.004002809524536133,0.0009970664978027344,0.006775060921437834,0.6604840538418923
"('Medium', 'High', 'Medium')",22,1007960005.4949757,1008022573.9719872,1014305623.9531875,0.1903367042541504,0.003999233245849609,0.0009999275207519531,0.006207436472723548,0.6295506194311408
"('Medium', 'High', 'Medium')",23,1012405225.6848168,1012452116.2892103,1018980874.4280212,0.17449283599853516,0.003999471664428711,0.0010001659393310547,0.004631604342200447,0.6495075861304862
"('Medium', 'High', 'Medium')",24,939328152.6386708,939390117.4918629,945778431.9715471,0.19823980331420898,0.004432201385498047,0.0013356208801269531,0.006596720540955283,0.6866907283420407
"('Medium', 'High', 'Medium')",25,949123977.5560529,949191444.0539669,955738776.2736683,0.17990851402282715,0.004372358322143555,0.0010950565338134766,0.007108291383353261,0.6969372678423048
"('Medium', 'High', 'Medium')",26,954299110.2868207,954350930.0952588,960076283.3020939,0.1761002540588379,0.004391670227050781,0.0010974407196044922,0.005430143220253774,0.6053838836270996
"('Medium', 'High', 'Medium')",27,952870036.3343325,952932189.5287778,959180828.9426475,0.18338394165039062,0.0032982826232910156,0.0022003650665283203,0.006522735743110721,0.6622931110933507
"('Medium', 'High', 'Medium')",28,902190300.2556134,902234670.5461276,908886999.8811697,0.16874265670776367,0.003286123275756836,0.002194643020629883,0.004918063351106778,0.7422712950537026
"('Medium', 'High', 'Medium')",29,953324777.6530232,953399182.8695728,959939178.2173501,0.16811108589172363,0.003999233245849609,0.0009999275207519531,0.0078048130389197345,0.6938244677339428
"('Medium', 'High', 'Medium')",30,968997967.4736356,969054061.2398379,975549563.8831326,0.18033933639526367,0.0032372474670410156,0.001104116439819336,0.005788842503826695,0.6761207587027553
"('Medium', 'Medium', 'Low')",1,873042765.3259794,873076901.6161981,880249643.9817014,0.1706993579864502,0.0032775402069091797,0.002161741256713867,0.0039100364351527485,0.8254897631539385
"('Medium', 'Medium', 'Low')",2,950389674.9548564,950412357.7500107,957699628.8186283,0.17260408401489258,0.003297090530395508,0.001092672348022461,0.0023866836679818254,0.7691533332492421
"('Medium', 'Medium', 'Low')",3,958773810.9627019,958802649.6183951,965638862.1512399,0.17061972618103027,0.004456520080566406,0.0011136531829833984,0.003007868525759647,0.716024062197191
"('Medium', 'Medium', 'Low')",4,823468521.1586679,823493531.5960678,830234450.4032896,0.17261123657226562,0.0032720565795898438,0.002186298370361328,0.0030372062510262156,0.8216378733095444
"('Medium', 'Medium', 'Low')",5,931535217.2497792,931569580.9225987,938535807.9158452,0.17222309112548828,0.004423618316650391,0.0011432170867919922,0.0036889290048473843,0.7515111115964188
