Scenario,Case,Method,Obj,Gap(%),Time(s)
"('Medium', 'High', 'Medium')",24,Heur,915770792.1372539,-1.3548676850380015,0.0027208328247070312
"('Medium', 'High', 'Medium')",25,Relax,904926484.6173286,0.0,0.09572291374206543
"('Medium', 'High', 'Medium')",25,Heur,890101705.9292799,-1.6382301700803639,0.002346038818359375
"('Medium', 'High', 'Medium')",26,Relax,1025587079.8704312,0.0,0.10035419464111328
"('Medium', 'High', 'Medium')",26,Heur,1007659808.6001178,-1.7480008886791207,0.0026090145111083984
"('Medium', 'High', 'Medium')",27,Relax,934723813.7282932,0.0,0.10953807830810547
"('Medium', 'High', 'Medium')",27,Heur,920520735.4178519,-1.5194946466368542,0.002538919448852539
"('Medium', 'High', 'Medium')",28,Relax,1053084142.5408992,0.0,0.10165095329284668
"('Medium', 'High', 'Medium')",28,Heur,1036789181.2414758,-1.547356060277062,0.0028450489044189453
"('Medium', 'High', 'Medium')",29,Relax,1055591539.0034423,0.0,0.10080718994140625
"('Medium', 'High', 'Medium')",29,Heur,1036956363.9526417,-1.765377455411737,0.0024938583374023438
"('Medium', 'High', 'Medium')",30,Relax,959090574.5738684,0.0,0.09670495986938477
"('Medium', 'High', 'Medium')",30,Heur,942429685.0360088,-1.7371549652922118,0.0024662017822265625
"('Medium', 'Medium', 'Low')",1,Relax,873042765.3259795,0.0,0.09970307350158691
"('Medium', 'Medium', 'Low')",1,Heur,866943505.8020296,-0.6986209342989631,0.0025548934936523438
"('Medium', 'Medium', 'Low')",2,Relax,894545258.9495583,0.0,0.09254097938537598
"('Medium', 'Medium', 'Low')",2,Heur,886769500.6213115,-0.8692414665947241,0.002315998077392578
"('Medium', 'Medium', 'Low')",3,Relax,879712371.7039267,0.0,0.09855413436889648
"('Medium', 'Medium', 'Low')",3,Heur,873231415.9660544,-0.7367130378443119,0.0026972293853759766
"('Medium', 'Medium', 'Low')",4,Relax,998653574.2576497,0.0,0.10100913047790527
"('Medium', 'Medium', 'Low')",4,Heur,990197369.5455729,-0.8467605714386706,0.002569913864135742
"('Medium', 'Medium', 'Low')",5,Relax,846097376.0507563,0.0,0.10998988151550293
"('Medium', 'Medium', 'Low')",5,Heur,839170389.2692801,-0.818698530163119,0.0025970935821533203
"('Medium', 'Medium', 'Low')",6,Relax,913456572.8530984,0.0,0.10347604751586914
"('Medium', 'Medium', 'Low')",6,Heur,905941212.456644,-0.8227386632054976,0.0023169517517089844
"('Medium', 'Medium', 'Low')",7,Relax,1006702485.9493994,0.0,0.09926915168762207
"('Medium', 'Medium', 'Low')",7,Heur,998059272.1048304,-0.8585668521934502,0.0024330615997314453
"('Medium', 'Medium', 'Low')",8,Relax,1029606615.435805,0.0,0.10006976127624512
"('Medium', 'Medium', 'Low')",8,Heur,1020525396.5513364,-0.88200859904389,0.0025768280029296875
"('Medium', 'Medium', 'Low')",9,Relax,960715177.0641242,0.0,0.09734392166137695
"('Medium', 'Medium', 'Low')",9,Heur,952683865.6566881,-0.8359721589888104,0.0024979114532470703
"('Medium', 'Medium', 'Low')",10,Relax,917173668.0850136,0.0,0.09656906127929688
"('Medium', 'Medium', 'Low')",10,Heur,908917253.7613858,-0.9002018495435627,0.002499818801879883
"('Medium', 'Medium', 'Low')",11,Relax,1026987533.4850333,0.0,0.09617304801940918
"('Medium', 'Medium', 'Low')",11,Heur,1018139270.6178206,-0.8615745156308271,0.002599000930786133
"('Medium', 'Medium', 'Low')",12,Relax,947898870.3023629,0.0,0.10080623626708984
"('Medium', 'Medium', 'Low')",12,Heur,939772213.2237568,-0.8573337655749994,0.002537965774536133
"('Medium', 'Medium', 'Low')",13,Relax,922878058.3402234,0.0,0.1113131046295166
"('Medium', 'Medium', 'Low')",13,Heur,914663321.5267942,-0.8901215863993197,0.0027167797088623047
"('Medium', 'Medium', 'Low')",14,Relax,1042029608.2779593,0.0,0.1054222583770752
"('Medium', 'Medium', 'Low')",14,Heur,1032703583.7457327,-0.8949865203579689,0.002502918243408203
"('Medium', 'Medium', 'Low')",15,Relax,990840711.7198935,0.0,0.10084795951843262
"('Medium', 'Medium', 'Low')",15,Heur,981428952.0471075,-0.9498761568293999,0.002602100372314453
"('Medium', 'Medium', 'Low')",16,Relax,895393928.9395984,0.0,0.10182714462280273
"('Medium', 'Medium', 'Low')",16,Heur,888078222.3936943,-0.8170377651061406,0.0024559497833251953
"('Medium', 'Medium', 'Low')",17,Relax,954447091.4072454,0.0,0.10237789154052734
"('Medium', 'Medium', 'Low')",17,Heur,948146929.7955877,-0.6600849505831407,0.0027298927307128906
"('Medium', 'Medium', 'Low')",18,Relax,914249915.5833136,0.0,0.09604215621948242
"('Medium', 'Medium', 'Low')",18,Heur,907031090.7826886,-0.7895898788264237,0.002665996551513672
"('Medium', 'Medium', 'Low')",19,Relax,874717124.3924384,0.0,0.09619975090026855
"('Medium', 'Medium', 'Low')",19,Heur,866869890.0642468,-0.8971168060351139,0.0023970603942871094
"('Medium', 'Medium', 'Low')",20,Relax,950165937.1224482,0.0,0.09500598907470703
"('Medium', 'Medium', 'Low')",20,Heur,942069820.871008,-0.8520739309976778,0.0023958683013916016
"('Medium', 'Medium', 'Low')",21,Relax,1024428873.911903,0.0,0.09980487823486328
"('Medium', 'Medium', 'Low')",21,Heur,1015115769.9839567,-0.9091020533600481,0.0022971630096435547
"('Medium', 'Medium', 'Low')",22,Relax,878079825.3088247,0.0,0.1008141040802002
"('Medium', 'Medium', 'Low')",22,Heur,870379134.0257281,-0.8769921664454805,0.002552032470703125
"('Medium', 'Medium', 'Low')",23,Relax,948137583.0813662,0.0,0.10249090194702148
"('Medium', 'Medium', 'Low')",23,Heur,939979971.2188712,-0.8603827132327572,0.002657175064086914
"('Medium', 'Medium', 'Low')",24,Relax,915933229.0349345,0.0,0.10004591941833496
"('Medium', 'Medium', 'Low')",24,Heur,907552753.4132935,-0.9149657809086214,0.0025548934936523438
"('Medium', 'Medium', 'Low')",25,Relax,893029241.8930279,0.0,0.10248708724975586
"('Medium', 'Medium', 'Low')",25,Heur,886130798.1230516,-0.7724768066220381,0.0024137496948242188
"('Medium', 'Medium', 'Low')",26,Relax,1012307136.5754999,0.0,0.09882593154907227
"('Medium', 'Medium', 'Low')",26,Heur,1003808778.6084429,-0.8395039074609117,0.002599954605102539
"('Medium', 'Medium', 'Low')",27,Relax,922636547.081528,0.0,0.09646201133728027
"('Medium', 'Medium', 'Low')",27,Heur,917824524.5587474,-0.5215512585103923,0.0024318695068359375
"('Medium', 'Medium', 'Low')",28,Relax,1040109657.1248741,0.0,0.14475703239440918
"('Medium', 'Medium', 'Low')",28,Heur,1031537062.5918951,-0.8242010324830393,0.011745214462280273
"('Medium', 'Medium', 'Low')",29,Relax,1042683002.2498034,0.0,0.10222101211547852
"('Medium', 'Medium', 'Low')",29,Heur,1032858994.2863988,-0.942185490912131,0.002596139907836914
"('Medium', 'Medium', 'Low')",30,Relax,946942545.957278,0.0,0.10151481628417969
"('Medium', 'Medium', 'Low')",30,Heur,939188360.7867962,-0.8188654320778229,0.0024881362915039062
"('Medium', 'Medium', 'High')",1,Relax,906180503.0459455,0.0,0.10282588005065918
"('Medium', 'Medium', 'High')",1,Heur,873246481.1855451,-3.6343776708612987,0.0026090145111083984
"('Medium', 'Medium', 'High')",2,Relax,927076248.3658179,0.0,0.09929823875427246
"('Medium', 'Medium', 'High')",2,Heur,892262044.7515582,-3.7552686389741567,0.0030820369720458984
"('Medium', 'Medium', 'High')",3,Relax,912872324.1054341,0.0,0.09803891181945801
"('Medium', 'Medium', 'High')",3,Heur,879076805.9119866,-3.702107874347628,0.002557992935180664
"('Medium', 'Medium', 'High')",4,Relax,1034800122.6073148,0.0,0.09850287437438965
"('Medium', 'Medium', 'High')",4,Heur,995758036.6433837,-3.7729108366898356,0.0026328563690185547
"('Medium', 'Medium', 'High')",5,Relax,878497370.833932,0.0,0.10144615173339844
"('Medium', 'Medium', 'High')",5,Heur,845610114.4447787,-3.743580513841999,0.002669811248779297
"('Medium', 'Medium', 'High')",6,Relax,947317945.0844389,0.0,0.11104726791381836
"('Medium', 'Medium', 'High')",6,Heur,911672095.1576414,-3.7628179759246754,0.0025539398193359375
"('Medium', 'Medium', 'High')",7,Relax,1044394923.5520422,0.0,0.10127997398376465
"('Medium', 'Medium', 'High')",7,Heur,1005243096.0266833,-3.748756973291433,0.00263214111328125
"('Medium', 'Medium', 'High')",8,Relax,1066954734.5804597,0.0,0.10067200660705566
"('Medium', 'Medium', 'High')",8,Heur,1026914441.5364738,-3.7527639876616057,0.00424504280090332
"('Medium', 'Medium', 'High')",9,Relax,997179683.9138317,0.0,0.10339784622192383
"('Medium', 'Medium', 'High')",9,Heur,960478188.2637429,-3.680529822472821,0.002609729766845703
"('Medium', 'Medium', 'High')",10,Relax,950246025.4615277,0.0,0.1046597957611084
"('Medium', 'Medium', 'High')",10,Heur,914503569.972573,-3.7613896329210963,0.003013134002685547
"('Medium', 'Medium', 'High')",11,Relax,1063767036.1175001,0.0,0.09960699081420898
"('Medium', 'Medium', 'High')",11,Heur,1023955377.0244174,-3.742516711025929,0.002643108367919922
"('Medium', 'Medium', 'High')",12,Relax,982645601.7570198,0.0,0.09722399711608887
"('Medium', 'Medium', 'High')",12,Heur,945538491.0333196,-3.776245541358022,0.0024209022521972656
"('Medium', 'Medium', 'High')",13,Relax,956301094.9168591,0.0,0.09765005111694336
"('Medium', 'Medium', 'High')",13,Heur,920411157.5305042,-3.7529955342647803,0.0028200149536132812
"('Medium', 'Medium', 'High')",14,Relax,1080093272.4097707,0.0,0.10613703727722168
"('Medium', 'Medium', 'High')",14,Heur,1039458946.3564879,-3.7621126888999656,0.002438068389892578
"('Medium', 'Medium', 'High')",15,Relax,1026700525.1830293,0.0,0.09696817398071289
"('Medium', 'Medium', 'High')",15,Heur,988048472.7579548,-3.764686145279217,0.0025076866149902344
"('Medium', 'Medium', 'High')",16,Relax,929221710.0061626,0.0,0.09535694122314453
"('Medium', 'Medium', 'High')",16,Heur,894199721.3164865,-3.768959368097835,0.002605915069580078
"('Medium', 'Medium', 'High')",17,Relax,990019536.7438958,0.0,0.09498429298400879
"('Medium', 'Medium', 'High')",17,Heur,953317562.8702571,-3.7071969301079477,0.002847909927368164
"('Medium', 'Medium', 'High')",18,Relax,948419441.1153932,0.0,0.1016550064086914
"('Medium', 'Medium', 'High')",18,Heur,913176637.8794489,-3.715951161281216,0.002682209014892578
"('Medium', 'Medium', 'High')",19,Relax,906691736.1899688,0.0,0.10283088684082031
"('Medium', 'Medium', 'High')",19,Heur,872761663.7615117,-3.7421839280277895,0.0026552677154541016
"('Medium', 'Medium', 'High')",20,Relax,984646442.2435349,0.0,0.09702301025390625
"('Medium', 'Medium', 'High')",20,Heur,947772830.922968,-3.7448580260494,0.002652883529663086
"('Medium', 'Medium', 'High')",21,Relax,1062739428.2135928,0.0,0.095977783203125
"('Medium', 'Medium', 'High')",21,Heur,1023073770.785696,-3.7323972720737912,0.002630949020385742
"('Medium', 'Medium', 'High')",22,Relax,910801141.2065009,0.0,0.10736680030822754
"('Medium', 'Medium', 'High')",22,Heur,876516576.6262449,-3.7642206436896455,0.0026750564575195312
"('Medium', 'Medium', 'High')",23,Relax,983380164.0991389,0.0,0.10149407386779785
"('Medium', 'Medium', 'High')",23,Heur,946264013.5849905,-3.7743440298239035,0.0025959014892578125
"('Medium', 'Medium', 'High')",24,Relax,951390374.3789778,0.0,0.10079407691955566
"('Medium', 'Medium', 'High')",24,Heur,915790291.6711559,-3.7419006610256997,0.0027098655700683594
"('Medium', 'Medium', 'High')",25,Relax,927068304.5829488,0.0,0.09708690643310547
"('Medium', 'Medium', 'High')",25,Heur,892319391.7062365,-3.7482581062184495,0.002537965774536133
"('Medium', 'Medium', 'High')",26,Relax,1050883834.1835086,0.0,0.09609603881835938
"('Medium', 'Medium', 'High')",26,Heur,1011603889.348627,-3.7378008450763245,0.002601146697998047
"('Medium', 'Medium', 'High')",27,Relax,957202756.5975426,0.0,0.09669303894042969
"('Medium', 'Medium', 'High')",27,Heur,921766931.7381814,-3.7020186804853026,0.002671957015991211
"('Medium', 'Medium', 'High')",28,Relax,1077376291.945434,0.0,0.10125398635864258
"('Medium', 'Medium', 'High')",28,Heur,1036774664.3704585,-3.7685651595006475,0.002679109573364258
"('Medium', 'Medium', 'High')",29,Relax,1080283587.5500212,0.0,0.10169482231140137
"('Medium', 'Medium', 'High')",29,Heur,1039438975.2631706,-3.7809157481955467,0.0023899078369140625
"('Medium', 'Medium', 'High')",30,Relax,982008899.6464134,0.0,0.10526084899902344
"('Medium', 'Medium', 'High')",30,Heur,945027346.0349506,-3.765908193375699,0.0024640560150146484
