Scenario,Instance_ID,LP_Relax_Obj (Q4),Proposed_Heuristic_Obj (Q5),Naive_Obj (Q4),LP_Relax_Time,Proposed_Heuristic_Time,Naive_Time,Proposed_Heuristic_Gap (Q5),Naive_Gap (Q4)
"('Medium', 'Medium', 'Low')",1,873042765.3259794,873076901.6161981,880249643.9817014,0.19923067092895508,0.0039997100830078125,0.002001523971557617,0.0039100364351527485,0.8254897631539385
"('Medium', 'Medium', 'Low')",2,950389674.9548564,950412357.7500107,957699628.8186283,0.1835639476776123,0.0037953853607177734,0.002190828323364258,0.0023866836679818254,0.7691533332492421
"('Medium', 'Medium', 'Low')",3,958773810.9627019,958802649.6183951,965638862.1512399,0.17574024200439453,0.0041501522064208984,0.0010259151458740234,0.003007868525759647,0.716024062197191
"('Medium', 'Medium', 'Low')",4,823468521.1586679,823493531.5960678,830234450.4032896,0.16957807540893555,0.004126548767089844,0.0010464191436767578,0.0030372062510262156,0.8216378733095444
"('Medium', 'Medium', 'Low')",5,931535217.2497792,931569580.9225987,938535807.9158452,0.17460107803344727,0.0032126903533935547,0.002185344696044922,0.0036889290048473843,0.7515111115964188
"('Medium', 'Medium', 'Low')",6,1024012948.2926004,1024041660.88946,1030754140.945136,0.1817920207977295,0.003337383270263672,0.0010094642639160156,0.0028039290818977036,0.6583112707486327
"('Medium', 'Medium', 'Low')",7,929806450.8492932,929832178.2031358,936923644.5416515,0.19124388694763184,0.003999471664428711,0.002000093460083008,0.0027669579856234054,0.7654489475586397
"('Medium', 'Medium', 'Low')",8,891063958.2690804,891095105.6317996,898149267.4760342,0.19874310493469238,0.00391697883605957,0.002218484878540039,0.003495524920532408,0.79515158717868
"('Medium', 'Medium', 'Low')",9,907175529.6468219,907202253.2419046,914073431.4304595,0.18065953254699707,0.003277301788330078,0.002208709716796875,0.0029458020206038615,0.7603712355780923
"('Medium', 'Medium', 'Low')",10,858509764.0118916,858540337.2821364,865525629.5780464,0.17186641693115234,0.003257274627685547,0.002016305923461914,0.0035612023912186194,0.8172144173840354
"('Medium', 'Medium', 'Low')",11,880514173.9369082,880543663.9566503,887306550.3604293,0.16819405555725098,0.0030379295349121094,0.0020139217376708984,0.0033491817184677234,0.7714102310416343
"('Medium', 'Medium', 'Low')",12,963358889.4941877,963391945.9678241,970415746.0136791,0.16952037811279297,0.003999471664428711,0.0009999275207519531,0.0034313768209213395,0.7325262263575147
"('Medium', 'Medium', 'Low')",13,987410071.823453,987437875.9584768,994367655.5801588,0.17726898193359375,0.0029993057250976562,0.002000093460083008,0.0028158650410043265,0.7046296118751645
"('Medium', 'Medium', 'Low')",14,1024917592.9485341,1024944500.5723853,1032188672.8150328,0.23491907119750977,0.004023551940917969,0.0020122528076171875,0.0026253451044557525,0.7094306816981162
"('Medium', 'Medium', 'Low')",15,1014484356.716326,1014510518.7098013,1021495102.9324576,0.2218608856201172,0.0049991607666015625,0.0010001659393310547,0.0025788464161240364,0.6910649897869189
"('Medium', 'Medium', 'Low')",16,938493464.9213722,938524424.7551274,945444748.3614618,0.18942952156066895,0.003998994827270508,0.0020003318786621094,0.003298886450727559,0.7406853323876866
"('Medium', 'Medium', 'Low')",17,929630303.1932985,929658857.3315399,936780737.730711,0.1741495132446289,0.004508018493652344,0.0009999275207519531,0.0030715584618236117,0.7691696917420441
"('Medium', 'Medium', 'Low')",18,981765368.3107421,981792133.7341198,989094163.5017695,0.16985869407653809,0.004088878631591797,0.0010259151458740234,0.00272625458603073,0.746491516973915
"('Medium', 'Medium', 'Low')",19,1051042898.5727147,1051079831.0747703,1057755717.5334177,0.16962289810180664,0.0033402442932128906,0.0011072158813476562,0.0035138910225070963,0.6386817293393853
"('Medium', 'Medium', 'Low')",20,858465009.624295,858488369.4486113,865674074.7368178,0.17238402366638184,0.0033206939697265625,0.0022094249725341797,0.002721115485707049,0.8397622537554408
"('Medium', 'Medium', 'Low')",21,914569032.0661587,914596842.2428875,921268967.2964115,0.17736291885375977,0.004441976547241211,0.0010242462158203125,0.003040795801495375,0.7325784052753929
"('Medium', 'Medium', 'Low')",22,994579046.990845,994608556.71642,1001661923.6100469,0.18424201011657715,0.004471778869628906,0.0011019706726074219,0.0029670568331770907,0.7121481837599074
"('Medium', 'Medium', 'Low')",23,999451424.4998485,999477573.8931417,1006520032.3308218,0.22204303741455078,0.00442194938659668,0.0011043548583984375,0.0026163746083355042,0.7072487624409143
"('Medium', 'Medium', 'Low')",24,927491672.2220339,927526170.0631553,934494141.8867519,0.18998289108276367,0.0033147335052490234,0.0020685195922851562,0.0037194771828826367,0.7549900311171418
"('Medium', 'Medium', 'Low')",25,936989899.0146601,937016673.6572746,944214693.0193243,0.1943976879119873,0.003998756408691406,0.002000093460083008,0.0028575166757549984,0.7710642358324018
"('Medium', 'Medium', 'Low')",26,942059808.7126933,942087709.482155,948337947.6892593,0.1864461898803711,0.00400090217590332,0.0019998550415039062,0.0029616770828762603,0.666426793554107
"('Medium', 'Medium', 'Low')",27,940511725.6154915,940539552.9501557,947516399.2859877,0.1801135540008545,0.004543304443359375,0.0010318756103515625,0.0029587440439421166,0.7447726040748948
"('Medium', 'Medium', 'Low')",28,890812180.641252,890839347.5981172,898200579.9182515,0.18104028701782227,0.0030364990234375,0.0020313262939453125,0.00304968403616072,0.8294003424696019
"('Medium', 'Medium', 'Low')",29,941175454.4293758,941203166.5850154,948448259.1878896,0.18484258651733398,0.003997802734375,0.0010001659393310547,0.002944419715710713,0.7727363398913998
"('Medium', 'Medium', 'Low')",30,955746869.3410249,955776277.0950935,963030237.2807393,0.19227266311645508,0.003999471664428711,0.002000093460083008,0.003076939617797474,0.7620603502197417
"('Medium', 'Medium', 'High')",1,906180503.0459454,906214639.3361666,913387381.70167,0.19660139083862305,0.004414558410644531,0.002193927764892578,0.003767051940145694,0.7953027715229093
"('Medium', 'Medium', 'High')",2,984584052.9406923,984606735.7358476,991894006.8044652,0.18828177452087402,0.0039997100830078125,0.0020003318786621094,0.0023037946925444585,0.7424408146709232
"('Medium', 'Medium', 'High')",3,994617001.7972256,994645840.4529201,1001482052.9857653,0.17728328704833984,0.004444599151611328,0.0010995864868164062,0.00289947342970959,0.6902205749685479
"('Medium', 'Medium', 'High')",4,854540199.4732664,854565209.9106678,861306128.7178899,0.17219972610473633,0.0031702518463134766,0.0020325183868408203,0.0029267713112654274,0.7917625465477249
"('Medium', 'Medium', 'High')",5,967452995.379782,967487359.0526015,974453586.0458477,0.17578125,0.003113269805908203,0.0020792484283447266,0.0035519733758233333,0.7236104182320042
"('Medium', 'Medium', 'High')",6,1061849811.7542897,1061878524.3511533,1068591004.4068289,0.1810288429260254,0.004123210906982422,0.001050710678100586,0.0027040167588363493,0.6348536843832897
"('Medium', 'Medium', 'High')",7,964315065.8051835,964340793.159028,971432259.4975439,0.17801904678344727,0.004000663757324219,0.0010001659393310547,0.0026679406717597647,0.7380568804468163
"('Medium', 'Medium', 'High')",8,923987247.3396206,924018394.7023398,931072556.5465741,0.20895791053771973,0.004100322723388672,0.0010230541229248047,0.0033709732259680943,0.766818939044215
"('Medium', 'Medium', 'High')",9,942677920.706967,942704644.3020496,949575822.4906048,0.18567705154418945,0.004425048828125,0.0011265277862548828,0.002834859552305959,0.7317347348566984
"('Medium', 'Medium', 'High')",10,890263003.6797818,890293576.950026,897278869.2459363,0.17888236045837402,0.004157066345214844,0.0010495185852050781,0.003434184068962799,0.788066620443099
"('Medium', 'Medium', 'High')",11,913174872.9626945,913204362.9824373,919967249.3862163,0.17129850387573242,0.0033266544342041016,0.0011186599731445312,0.0032293945678827304,0.7438198996304668
"('Medium', 'Medium', 'High')",12,998952073.2445681,998985129.718204,1006008929.7640592,0.17406177520751953,0.003340005874633789,0.002221345901489258,0.003309115073813847,0.706425934586692
"('Medium', 'Medium', 'High')",13,1025383838.5355928,1025411642.6706142,1032341422.2922966,0.17270159721374512,0.004450559616088867,0.0011107921600341797,0.0027115831141981675,0.6785345638605308
"('Medium', 'Medium', 'High')",14,1062641875.5587379,1062668783.1825837,1069912955.4252313,0.2079477310180664,0.004998683929443359,0.0009999275207519531,0.0025321441272646637,0.6842455613440158
"('Medium', 'Medium', 'High')",15,1051179810.5225247,1051205972.5159984,1058190556.7386545,0.2118701934814453,0.005484342575073242,0.014131546020507812,0.0024888219134121606,0.6669407218394776
"('Medium', 'Medium', 'High')",16,973415636.3433233,973446596.1770816,980366919.7834159,0.2653670310974121,0.00512385368347168,0.002054929733276367,0.0031805358987797745,0.7141125723237148
"('Medium', 'Medium', 'High')",17,964181707.8483028,964210261.9865465,971332142.385717,0.21664977073669434,0.004362583160400391,0.0021097660064697266,0.0029614893138138363,0.7416065332095254
"('Medium', 'Medium', 'High')",18,1017762137.744043,1017788903.1674173,1025090932.9350667,0.2202892303466797,0.004421710968017578,0.0011332035064697266,0.0026298309184131265,0.7200891956217403
"('Medium', 'Medium', 'High')",19,1090387948.873046,1090424881.3751042,1097100767.8337514,0.1905355453491211,0.004407167434692383,0.0011320114135742188,0.00338709741761532,0.6156358356347804
"('Medium', 'Medium', 'High')",20,889414450.3682537,889437810.1925713,896623515.4807775,0.17870664596557617,0.004422426223754883,0.0011172294616699219,0.002626427343057287,0.810540587634814
"('Medium', 'Medium', 'High')",21,948353513.630474,948381323.807202,955053448.8607262,0.1721973419189453,0.004040241241455078,0.0010154247283935547,0.0029324694144431053,0.7064807726186056
"('Medium', 'Medium', 'High')",22,1032510148.0202657,1032539657.7458413,1039593024.6394681,0.18185758590698242,0.0033254623413085938,0.0011131763458251953,0.0028580567108370046,0.6859861506236117
"('Medium', 'Medium', 'High')",23,1036833950.7914467,1036860100.1847405,1043902558.6224202,0.19037675857543945,0.00402379035949707,0.0010213851928710938,0.0025220425386241405,0.6817492642460081
"('Medium', 'Medium', 'High')",24,961344542.4764192,961379040.3175414,968347012.1411378,0.17343735694885254,0.004241943359375,0.0010118484497070312,0.0035884991902366387,0.7284037465569106
"('Medium', 'Medium', 'High')",25,971562148.7776928,971588923.420306,978786942.7823559,0.17351269721984863,0.003998994827270508,0.0010001659393310547,0.0027558342661719885,0.7436265414160598
"('Medium', 'Medium', 'High')",26,977274815.5511976,977302716.3206583,983552954.5277628,0.17363810539245605,0.004443168640136719,0.0011188983917236328,0.0028549563558477303,0.6424128481223736
"('Medium', 'Medium', 'High')",27,975505014.5854701,975532841.9201343,982509688.2559664,0.1736609935760498,0.004040956497192383,0.0010051727294921875,0.002852608059226686,0.7180561417690817
"('Medium', 'Medium', 'High')",28,922871440.5300064,922898607.4868722,930259839.8070064,0.17364788055419922,0.004338502883911133,0.0012137889862060547,0.0029437422887618543,0.8005881374719735
"('Medium', 'Medium', 'High')",29,975648211.5177563,975675923.6733966,982921016.276271,0.17324090003967285,0.0033185482025146484,0.0022058486938476562,0.002840383994261044,0.7454331051558823
"('Medium', 'Medium', 'High')",30,993304849.1482059,993334256.9022734,1000588217.0879196,0.17239713668823242,0.0044765472412109375,0.0011246204376220703,0.0029605970506192897,0.7332459864622087
